,user,text,polarity
2295,Hoovdog,@realDonaldTrump @GeraldoRivera @seanhannity @ainsleyearhardt   I get it. Your proposing we hand count all the ball… https://t.co/vwVePEl5EV,"Sentiment(polarity=0.0, subjectivity=0.0)"
2296,Kenwk,@realDonaldTrump Why? U told me virus is a hoax lol,"Sentiment(polarity=0.8, subjectivity=0.7)"
2297,willthisnightm1,"@realDonaldTrump You know only Congress has the ability to change that (As you know....), And this is to divert att… https://t.co/RQQRvRckRq","Sentiment(polarity=0.0, subjectivity=1.0)"
2298,SuperLupiniBean,@realDonaldTrump President Dingus - u don't have the power to delay or postpone the election - it's absurd for u to… https://t.co/DpCcvlSpEe,"Sentiment(polarity=-0.5, subjectivity=1.0)"
2299,KeepCANsafe,@realDonaldTrump DELAY THE ELECTION MY ASS!  You're going into the history books dustin bin as the word commander in chief ever!  Goodbye!,"Sentiment(polarity=0.0, subjectivity=0.0)"
2300,gomeileebinar,@realDonaldTrump Ok make sure you will win and destroy the CCP,"Sentiment(polarity=0.4, subjectivity=0.4472222222222222)"
2301,RideSafeWorld,@realDonaldTrump https://t.co/kmks99sSyf,"Sentiment(polarity=0.0, subjectivity=0.0)"
2302,MikeMulia1,@realDonaldTrump Sounds like your afraid of LOSING Donnie,"Sentiment(polarity=-0.6, subjectivity=0.9)"
2303,BkHighGuy,@realDonaldTrump https://t.co/uqOh5xj327,"Sentiment(polarity=0.0, subjectivity=0.0)"
2304,MAGAisCACA,"@realDonaldTrump ""recent studies show the disease can have long-lasting effects such as brain and heart damage...so… https://t.co/e6wnGf0d0P","Sentiment(polarity=0.0, subjectivity=0.375)"
2305,Rochell06212607,"@realDonaldTrump Read the constitution stupid America will VOTE  November 3,2020 and you cannot stop it https://t.co/cSofdXQV6t","Sentiment(polarity=-0.7999999999999999, subjectivity=1.0)"
2306,sledgeh76026317,@realDonaldTrump Just move to RUSSIA stop destroying America. INCOMPETENT HOAX PRESIDENT,"Sentiment(polarity=-0.275, subjectivity=0.18333333333333335)"
2307,ardengnome,@realDonaldTrump You can’t delay the vote. https://t.co/CVBXLSvYXp,"Sentiment(polarity=0.0, subjectivity=0.0)"
2308,MaddyGoffredo,@realDonaldTrump no we will NOT sit back and let you become a dictator,"Sentiment(polarity=0.0, subjectivity=0.0)"
2309,BinkeeNerahoo,"@realDonaldTrump What are you afraid of, the country are up and running, you asked for school to open,so why not vo… https://t.co/G95K4vSUOR","Sentiment(polarity=-0.6, subjectivity=0.9)"
2310,ok2ask1,@realDonaldTrump Can’t be any more inaccurate and fraudulent than 2016 when @realDonaldTrump  was put in office by the media.,"Sentiment(polarity=0.5, subjectivity=0.5)"
2311,AndrewFeller3,@realDonaldTrump so it will be invalid if u win right?,"Sentiment(polarity=0.5428571428571429, subjectivity=0.46785714285714286)"
2312,KristenOhEm,@realDonaldTrump Sound worried...,"Sentiment(polarity=0.4, subjectivity=0.4)"
2313,movingon87,@realDonaldTrump Delay voting period until someone can wake up and smell the coffee https://t.co/4UdpY0F0Pw,"Sentiment(polarity=0.0, subjectivity=0.0)"
2314,talentd_m,"@realDonaldTrump ""I never even thought of changing the date of the election. Why would I do that? November 3rd. It’… https://t.co/rbODnSVqnn","Sentiment(polarity=0.0, subjectivity=0.0)"
2315,fran_pollock,@realDonaldTrump F u,"Sentiment(polarity=0.0, subjectivity=0.0)"
2316,Fuct776,@realDonaldTrump Calm down and stop exhibiting megalomania please. #megalomania,"Sentiment(polarity=0.07222222222222224, subjectivity=0.5194444444444445)"
2317,artmustaches,@realDonaldTrump lol: afraid to be kicked out?,"Sentiment(polarity=0.10000000000000003, subjectivity=0.8)"
2318,carmanucci30,@realDonaldTrump Nope - you don't have the power and congress will never approve.  You're still screwed in November… https://t.co/i0F5Y4PHos,"Sentiment(polarity=0.0, subjectivity=0.0)"
2319,brimcnally,@realDonaldTrump Nope. As a matter of fact an overwhelming majority of we the people think it would be best if you resign now.,"Sentiment(polarity=0.75, subjectivity=0.65)"
2320,csasmb,@realDonaldTrump This will be the biggest Republican victory since Reagan in 1984.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2321,LockjawVerity,@realDonaldTrump We know you want people to go to rallies and the polls where they'll catch Covid and-- oops. Too soon?,"Sentiment(polarity=0.0, subjectivity=0.0)"
2322,PuckettFawn,@realDonaldTrump No facts or basis to your statement just political grandstanding to rev up press clippings. The Am… https://t.co/xVoChR6DcG,"Sentiment(polarity=0.0, subjectivity=0.1)"
2323,PapiEsq76,"@realDonaldTrump Congress must change the election date, not you.  But thank you for letting us all know you are te… https://t.co/vSAIZNAFIT","Sentiment(polarity=0.0, subjectivity=0.0)"
2324,Aar1012,@realDonaldTrump Resign. The mere suggestion of this should immediately cause the invocation of the 25th Amendment,"Sentiment(polarity=-0.5, subjectivity=0.5)"
2325,WillReyes7,@realDonaldTrump .  ARREST TRUMP : HERMAN CAIN!!!    . https://t.co/P4O3p2pdQH,"Sentiment(polarity=-0.09765625, subjectivity=0.0)"
2326,MaryMary0414,@realDonaldTrump You have proven yourself incompetent and unfit to be President. You are an enemy of the United Sta… https://t.co/k7qcvCmvjn,"Sentiment(polarity=-0.35, subjectivity=0.3666666666666667)"
2327,reliablej4,@realDonaldTrump Today Donald our country is an embarrassment! U &amp; Brazil leader only world officials who do not be… https://t.co/S8OB35NQVJ,"Sentiment(polarity=0.0, subjectivity=1.0)"
2328,sgjdoc,@realDonaldTrump THE DICTATOR WILL NOT GET TO STAY IN POWER IN OUR DEMOCRACY!,"Sentiment(polarity=0.0, subjectivity=0.0)"
2329,d2op,@realDonaldTrump https://t.co/vFK0RCBvEZ,"Sentiment(polarity=0.0, subjectivity=0.0)"
2330,yoda4720,@realDonaldTrump You are the great embarrassment to the USA,"Sentiment(polarity=0.8, subjectivity=0.75)"
2331,HCathcartinBama,"@realDonaldTrump Come January 20, 2021 we would have President @TeamPelosi.....#DonaldJTrump","Sentiment(polarity=0.0, subjectivity=0.0)"
2332,pantomath__,@realDonaldTrump https://t.co/oTerrhvBH0,"Sentiment(polarity=0.0, subjectivity=0.0)"
2333,Spartan4954LUFC,@realDonaldTrump I see your economic strategy is working. 😂😂😂😂,"Sentiment(polarity=0.2, subjectivity=0.2)"
2334,ronalddiebel,@realDonaldTrump Mail-in voting would be a minor issue if the pandemic were contained. Perhaps we should work on trying to contain it.,"Sentiment(polarity=-0.05, subjectivity=0.2)"
2335,lindachetkof,"@realDonaldTrump Nope, we are all good.  We can’t wait to get to the polls.  And we already know how the Courts hav… https://t.co/v6mQ5bLPmM","Sentiment(polarity=0.7, subjectivity=0.6000000000000001)"
2336,InfiniteSadBand,@realDonaldTrump You're losing so badly to Biden that you have to suggest delaying the election as it's the only wa… https://t.co/WCGZmHV4fY,"Sentiment(polarity=-0.3499999999999999, subjectivity=0.8333333333333333)"
2337,nanaofmne,@realDonaldTrump If voters are purchasing their groceries at the cash register using social distancing why can’t vo… https://t.co/l9JPieyvbY,"Sentiment(polarity=0.03333333333333333, subjectivity=0.06666666666666667)"
2338,Tan89994390,"@realDonaldTrump The left are terrorists,the middle should wake up, vote for Trump!","Sentiment(polarity=0.0, subjectivity=0.0)"
2339,mikeamesy,@realDonaldTrump No. Sir. No you just handed liberals a big bat,"Sentiment(polarity=0.0, subjectivity=0.1)"
2340,EricMix17,@realDonaldTrump Are you trying to be impeached again?,"Sentiment(polarity=0.0, subjectivity=0.0)"
2341,akidwell77,"@realDonaldTrump Dear President Trump: Please hold a Press Conference with the Suvivors of Covid, who used HCL+ZPAC… https://t.co/nJdp5hINyH","Sentiment(polarity=0.0, subjectivity=0.0)"
2342,deborah93901,@realDonaldTrump 2016 was the most fraudulent election due to papa Putin.   Trump doesn’t have the power to change… https://t.co/Afp89bBfLr,"Sentiment(polarity=0.1875, subjectivity=0.4375)"
2343,PeggySchick,"@realDonaldTrump Setting up your defense ahead of time, in case you lose. Pathetic.","Sentiment(polarity=-1.0, subjectivity=1.0)"
2344,William08111376,@realDonaldTrump Hey little schmuck! There are people dying because of your lack of leadership or care. You do not… https://t.co/uIAkBJl632,"Sentiment(polarity=-0.234375, subjectivity=0.5)"
2345,WalterLemankiew,@realDonaldTrump Catch them by surprise..  move the election up to next Tuesday 😁,"Sentiment(polarity=0.0, subjectivity=0.0)"
2346,KA0STHRY,@realDonaldTrump So the call to delay the election officially begins. Sad times for democracy.,"Sentiment(polarity=-0.5, subjectivity=1.0)"
2347,redwings1163,"@realDonaldTrump If we can shop, and dine in now using masks and distancing, why would going to the polls be any di… https://t.co/zjlzxPmKSY","Sentiment(polarity=0.0, subjectivity=0.0)"
2348,ricksblitz_rick,@realDonaldTrump Nope. Bad idea. Just do absentee ballots and open out poll stations like we always do. If we can g… https://t.co/vqKtwUD7Zo,"Sentiment(polarity=-0.3499999999999999, subjectivity=0.5833333333333333)"
2349,MonicaA03042215,@realDonaldTrump but if you won it would be the opposite. Have some confidence the lack of yours is showing.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2350,wirelesswisp,@realDonaldTrump Comments on your murder of Herman Cain ?  Where you running off to?,"Sentiment(polarity=0.0, subjectivity=0.0)"
2351,generalnuisanc2,"@realDonaldTrump PLS tell Schumer/Pelosi?AOC they live in the UNITED, repeat, UNITED, repeat, UNITED, repeat, UNITE… https://t.co/1WsDPG8CZ8","Sentiment(polarity=0.13636363636363635, subjectivity=0.5)"
2352,TitanMickey,@realDonaldTrump Gg no RE bruh,"Sentiment(polarity=0.0, subjectivity=0.0)"
2353,RoeseRobin,@realDonaldTrump Delaying the vote is not an option. Instead maybe executive order insisting on in person voting wi… https://t.co/gBYmLAm6OH,"Sentiment(polarity=0.0, subjectivity=0.0)"
2354,ratelmel,@realDonaldTrump 🐣🐤🐥,"Sentiment(polarity=0.0, subjectivity=0.0)"
2355,Nickola97598666,@realDonaldTrump Here we go... already setting up ur excuse for when you lose but no one is falling for it. In fact… https://t.co/sRzg9DuvYe,"Sentiment(polarity=-0.05, subjectivity=0.05)"
2356,louis_hecke,@realDonaldTrump Once again trump you are spreading false statements. More bullshit like usual. Your the embarrassm… https://t.co/TPJ2vPg1sJ,"Sentiment(polarity=-0.050000000000000024, subjectivity=0.45)"
2357,LailaSasha2,"@realDonaldTrump No it won’t. Enough! Apparently, you want to continue doing favors for Vladimir Putin before you l… https://t.co/gduY4VNlpB","Sentiment(polarity=0.025, subjectivity=0.425)"
2358,templeparlor,"@realDonaldTrump We're no safe as longmas you're President, so let's vote you out early before you do more damage.… https://t.co/6Knezdger2","Sentiment(polarity=0.11666666666666665, subjectivity=0.43333333333333335)"
2359,MaryCro81874082,@realDonaldTrump If we can Drive to Walmart and the liquor store and show that we are of age to buy we can definitely show our ID to vote,"Sentiment(polarity=0.0, subjectivity=0.5)"
2360,newfrontreport,@realDonaldTrump I don't understand how people don't understand that it is IMPERATIVE to vote this traitor to the U… https://t.co/V9dbbuhWYm,"Sentiment(polarity=0.0, subjectivity=0.0)"
2361,Cleasa,@realDonaldTrump No. Don’t even try it.,"Sentiment(polarity=0.0, subjectivity=0.0)"
2362,BluegirlSally,@realDonaldTrump What is the difference?,"Sentiment(polarity=0.0, subjectivity=0.0)"
2363,princearrowhrt,"@realDonaldTrump Can you just stop with all your lies!?!  Mail in voting is NOT a problem. You know what is? 150,00… https://t.co/7XZAVVO6wd","Sentiment(polarity=0.0, subjectivity=0.0)"
2364,JosephLennie,@realDonaldTrump No way. You won the first election unfairly.  Are you trying to do it again?,"Sentiment(polarity=-0.125, subjectivity=0.6666666666666666)"
2365,Renokasey,@realDonaldTrump This is the sad attempt to build a case by a failing President that knows he is going to lose. You… https://t.co/3FTvMQrRvQ,"Sentiment(polarity=-0.5, subjectivity=1.0)"
2366,atomische,@realDonaldTrump #TrumpIsARacist #TrumpThreatensAmerica  #TrumpPressConference https://t.co/pebRZ6IzZV,"Sentiment(polarity=0.0, subjectivity=0.0)"
2367,staceylynnsie,@realDonaldTrump Nice try...you’re losing everywhere...with every demographic except maybe really white uneducated… https://t.co/FghhokJ6uc,"Sentiment(polarity=0.3, subjectivity=0.5)"
2368,jenyshark,"@realDonaldTrump You afraid? Because for your meeting in Tulsa, you not sayed the same thing! https://t.co/UaxNdSsmM7","Sentiment(polarity=-0.3, subjectivity=0.5125)"
2369,bluerag185,@realDonaldTrump No one believes this nonsense no matter how long you ramble on about it,"Sentiment(polarity=-0.05, subjectivity=0.4)"
2370,momacla,@realDonaldTrump https://t.co/p9EBOS9vpe,"Sentiment(polarity=0.0, subjectivity=0.0)"
2371,MajorSinger,"@realDonaldTrump Um... there’s this little thing called The Constitution, Donny. Perhaps you should read it before… https://t.co/S6tbB0xqL3","Sentiment(polarity=-0.1875, subjectivity=0.5)"
2372,tj_chick,@realDonaldTrump It’s like you’re not even trying not to sound insane.,"Sentiment(polarity=-0.3, subjectivity=0.7)"
2373,ChinaYid,@realDonaldTrump If you do everyone will be dead !,"Sentiment(polarity=-0.25, subjectivity=0.4)"
2374,LindseyLoves_TW,@realDonaldTrump You just know you are gone lose and will do anything to stay there as long as you can. When you ge… https://t.co/1pnBpZAxGf,"Sentiment(polarity=-0.05, subjectivity=0.4)"
2375,amm0612,"@realDonaldTrump Hmm...why would you deem it ""unsafe"" to vote? You want schools open. You want businesses open. Now… https://t.co/z89jIU7ZeE","Sentiment(polarity=0.0, subjectivity=0.5)"
2376,RickSteiner4,"@realDonaldTrump Instead of mail in ballets, why not have a 2 or 3 days of voting. That way no rush to vote and NO EXCUSES","Sentiment(polarity=0.0, subjectivity=0.0)"
2377,KarolynSchalk,@realDonaldTrump Be quiet liar. Everything you say about the election is wrong. You are trying to deflect attention… https://t.co/70kp2rizfP,"Sentiment(polarity=-0.25, subjectivity=0.6166666666666667)"
2378,2teacher3,@realDonaldTrump Cannot be a greater embarrassment than you being in the Oval Office. Glad your days are numbered.… https://t.co/m0XSr2O0Rw,"Sentiment(polarity=0.5, subjectivity=0.75)"
2379,Sugarpl77361969,@realDonaldTrump Perhaps you should seek out the expert virologist psychiatrist that spoke with the Demon sperm doc… https://t.co/Qv5xyFPVOx,"Sentiment(polarity=0.0, subjectivity=0.0)"
2380,RayneNGrace,"@realDonaldTrump You can go vote at the ballot box, after seeing all else the left is doing, they can go wrap thems… https://t.co/NTy1Vsd4rI","Sentiment(polarity=0.0, subjectivity=0.0)"
2381,DobbynLili,@realDonaldTrump No president in history has ever pulled that off. You won't be the first.,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)"
2382,ScottWala,"@realDonaldTrump That’s unconstitutional and not how it works, idiot. And it’s scary/crazy that you’d even ask for… https://t.co/C9NxcJUfSi","Sentiment(polarity=-0.8, subjectivity=0.8)"
2383,debbiecker,"@realDonaldTrump The answer from the country is: No. No, sir. No we will NOT be doing that.","Sentiment(polarity=0.0, subjectivity=0.0)"
2384,Mickeleh,"@realDonaldTrump Three question marks??? Three answers: NO! NO! NO! Face the voters, you coward. If it’s possible t… https://t.co/HuyeQtgIAr","Sentiment(polarity=0.0, subjectivity=1.0)"
2385,StoutConnie,@realDonaldTrump You can’t delay the election. The Americans want you OUT of office. It can’t come too soon. The Tr… https://t.co/I7y17iIYc9,"Sentiment(polarity=0.0, subjectivity=0.0)"
2386,GreatRajsel,"@realDonaldTrump You can't delay the election, only Congress can.","Sentiment(polarity=0.0, subjectivity=1.0)"
2387,Stopthe71590985,@realDonaldTrump It cannot be more fraudulent and inaccurate than 2016 was. @HKrassenstein @the_resistor @maggieNYT @kayleighmcenany,"Sentiment(polarity=0.5, subjectivity=0.5)"
2388,MattyAtom,@realDonaldTrump @realDonaldTrump If anything we should bump it up before you completely destroy our country. #TrumpVirus,"Sentiment(polarity=-0.2, subjectivity=0.0)"
2389,pantomath__,@realDonaldTrump https://t.co/4NNK9MfNjj,"Sentiment(polarity=0.0, subjectivity=0.0)"
2390,Nichola43955394,@realDonaldTrump Your an embarrassment to our country it's time for you to be kicked out of the White House and for… https://t.co/dbqZzrRPwx,"Sentiment(polarity=0.0, subjectivity=0.0)"
2391,Davey1m1,@realDonaldTrump THE PRESIDENT HAS NO BALLS. FACING THAT HE'S GOING TO LOSE TERRIBLE,"Sentiment(polarity=-1.0, subjectivity=1.0)"
2392,KandiceDean1,"@realDonaldTrump 1. Kill 200,000+ Americans by Nov 2. Defund the post office 3. Create mayhem in the streets 4. Inc… https://t.co/V8u9va009x","Sentiment(polarity=0.0, subjectivity=0.0)"
2393,LillibridgeMike,@realDonaldTrump Well ine less vote for trump thanks to his Tulsa rally Hermann Caine Caine won't be at the polls,"Sentiment(polarity=0.016666666666666677, subjectivity=0.13333333333333333)"
