,user,text,polarity
1596,JLegendaro,@JoeBiden Was that woman holding your arm a nurse or handler? You looked and sounded high! Did you know where you were? Where was your mask?,"Sentiment(polarity=0.2, subjectivity=0.54)"
1597,admiralchewie,@JoeBiden We will. His name is Trump,"Sentiment(polarity=0.0, subjectivity=0.0)"
1598,reK_Syhre,"@JoeBiden So we need a president who isn’t Joe “I don’t want my kids growing up in a racial jungle” Biden, got it.","Sentiment(polarity=0.0, subjectivity=0.0)"
1599,mikeyb_mn,"@JoeBiden So in other words, you want cities ro remain mired in chaos while your handlers virtue signal?","Sentiment(polarity=-0.125, subjectivity=0.375)"
1600,ii_cantu,"@JoeBiden So basically Joe is saying there is no need to crack down on crime, that a President should just ignore i… https://t.co/GfGPjLxYpG","Sentiment(polarity=-0.15555555555555556, subjectivity=0.2888888888888889)"
1601,DavidTechGeek2,@JoeBiden Black VP!,"Sentiment(polarity=-0.20833333333333331, subjectivity=0.43333333333333335)"
1602,giantsquidrank,@JoeBiden We need a President willing to issue Hazmat suits ✔️ https://t.co/tT2sEvdFJh,"Sentiment(polarity=0.25, subjectivity=0.75)"
1603,BritishRep,"@JoeBiden It’s so obvious you don’t even write your own tweets. It’s pathetic, you need to retire from politics.","Sentiment(polarity=-0.13333333333333333, subjectivity=0.8333333333333334)"
1604,nico_thorenz,"@JoeBiden Those are three major cities in swing states, what a coincidence...","Sentiment(polarity=0.0625, subjectivity=0.5)"
1605,Roberto91312614,@JoeBiden Now do immigration law.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1606,concision2020,@JoeBiden Unite our nation against racism by Declaring the KKK a terrorist organization.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1607,tommywalton20,@JoeBiden Is this the real Joe Biden?,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)"
1608,PocketPatriot11,@JoeBiden Sleeping Joe Dreaming https://t.co/LuND3tMyHY,"Sentiment(polarity=0.0, subjectivity=0.0)"
1609,Smokey7772,@JoeBiden Trump is Putin's  Lowercase b. https://t.co/67MqiVfDP3,"Sentiment(polarity=0.0, subjectivity=0.0)"
1610,Lewisg57266254,@JoeBiden Enforce the law faithfully what a joke as democrats let anarchists burn down their cities &amp; you also supp… https://t.co/i0FLjzB1er,"Sentiment(polarity=-0.15555555555555556, subjectivity=0.2888888888888889)"
1611,RJahelka,@JoeBiden Enforce the law faithfully? Are you fucking kidding? Like Democrats are doing in Portland and Seattle? It… https://t.co/FXiKEeN9YK,"Sentiment(polarity=-0.6, subjectivity=0.8)"
1612,GreenRealDeal1,@JoeBiden It would help immensely if Democrats would stop destroying our cities.,"Sentiment(polarity=-0.1, subjectivity=0.5)"
1613,DonIrvine,@JoeBiden I guess you side with the mayors and governors who are standing idly by while federal buildings are being… https://t.co/qwYz5t7yxm,"Sentiment(polarity=0.0, subjectivity=0.0)"
1614,IssaMia4,@JoeBiden Enforce the law? Ur planning on defunding the police. You need to stop the charade. You are too old for t… https://t.co/020wacLcia,"Sentiment(polarity=0.1, subjectivity=0.2)"
1615,pocketsronny,@JoeBiden Tearing this country apart 😂😂 ya okay. @JoeBiden who ever you are running this account is quite funny. Pe… https://t.co/msaqUptS3z,"Sentiment(polarity=0.375, subjectivity=0.75)"
1616,PlainOlJordy,@JoeBiden Joe do you support the 2nd Amend as our Forefathers intended?  Yes or No,"Sentiment(polarity=0.0, subjectivity=0.0)"
1617,PlainOlJordy,@JoeBiden Joe will you allow my cows to fart?  Yes or No,"Sentiment(polarity=0.0, subjectivity=0.0)"
1618,PlainOlJordy,@JoeBiden Joe do you support leveling the Trade Deficit with China?  Yes or No,"Sentiment(polarity=0.0, subjectivity=0.0)"
1619,PlainOlJordy,@JoeBiden Joe will you support Late Term Abortions?  Yes or No,"Sentiment(polarity=-0.3, subjectivity=0.6)"
1620,BocaOrganics,"@JoeBiden The Dictator, has his private army. He has a Corrupt Attorney General, who legally. Implements his racist… https://t.co/DmM2hkdPnV","Sentiment(polarity=-0.062499999999999986, subjectivity=0.51875)"
1621,PlainOlJordy,@JoeBiden Will you raise Taxes?  Yes or No,"Sentiment(polarity=0.0, subjectivity=0.0)"
1622,PlainOlJordy,@JoeBiden Joe will you have Single Payer Healthcare?  Yes or No,"Sentiment(polarity=-0.07142857142857142, subjectivity=0.21428571428571427)"
1623,aboqais5000,@JoeBiden Yes you want to  unify with mobs criminal . You are tearing the country apart. I am referring to one who… https://t.co/NpqUjdNF5k,"Sentiment(polarity=-0.4, subjectivity=0.55)"
1624,PlainOlJordy,@JoeBiden Joe will you have Open Borders?  Yes or No,"Sentiment(polarity=0.0, subjectivity=0.5)"
1625,stephencranford,@JoeBiden We DO NOT need a President that SPYs 🕵🏼 on his political candidates and one that ACTUALLY commits treason… https://t.co/GvYZyUtWrv,"Sentiment(polarity=0.0, subjectivity=0.1)"
1626,nogto68,"@JoeBiden Oh like Nobama did, I’ll stick with Trump instead of racist Joe","Sentiment(polarity=0.0, subjectivity=0.0)"
1627,TheCommonSenseG,@JoeBiden Is your attention span long enough to do anything other than sniff little kids hair? Can't wait to hear w… https://t.co/96CTtkNEk6,"Sentiment(polarity=-0.090625, subjectivity=0.44375)"
1628,Zekeizme1,@JoeBiden Biden/ Rice 2020 ... Anybody else may get you rejected.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1629,DanAndr01130932,@JoeBiden That’s not you pajama boy,"Sentiment(polarity=0.0, subjectivity=0.0)"
1630,216Woke,@JoeBiden We have one. His name is Donald J. Trump and he’s doing a fabulous job! #Trump2020 https://t.co/lBbZZV18x5,"Sentiment(polarity=0.5, subjectivity=1.0)"
1631,How9876543210,"@JoeBiden Enforce the law? You support organizations that are burning down our cities, ignoring the laws of our lan… https://t.co/URHgPsfh58","Sentiment(polarity=-0.15555555555555556, subjectivity=0.2888888888888889)"
1632,JGS5019,@JoeBiden @EDBRSB democrats been dividing America for 12 years now,"Sentiment(polarity=0.0, subjectivity=0.0)"
1633,JamesEd93825754,"@JoeBiden Show me one tweet, or one interview, where you ACTUALLY condemn the MADNESS @JoeBiden !!  You can't, beca… https://t.co/OtohKtDb0W","Sentiment(polarity=0.0, subjectivity=0.1)"
1634,jofh5,@JoeBiden @SpeakerPelosi @RepAdamSchiff @RepJerryNadler We need competetent moral leadership NOW! 45 &amp; Barr are wor… https://t.co/KSWSrTlm2p,"Sentiment(polarity=0.0, subjectivity=0.25)"
1635,HammockRicky,@JoeBiden How many kids you sniffed lately #CreepyJoeBiden #CreepyUncleJoe #JoeBidenIsARapist #JoeBidenIsARacist… https://t.co/Qw3UxXJHIk,"Sentiment(polarity=0.1, subjectivity=0.55)"
1636,HammockRicky,@JoeBiden https://t.co/lHkHjUh45U,"Sentiment(polarity=0.0, subjectivity=0.0)"
1637,LadyStardust518,@JoeBiden Who typed this for you?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1638,FreeMikeLive,@JoeBiden Of course you’ll side with rioters. You have no spine to protect the livelihood of minorities being impacted by the riots.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1639,JimmieDemler,@JoeBiden ....and yet you are too far gone upstairs to see you would completely finish us off.,"Sentiment(polarity=0.1, subjectivity=0.7)"
1640,Rodgersneighbor,"@JoeBiden Practice forming a complete cohearant sentence first, then we can discuss how after 50yrs in Washington y… https://t.co/T0KcUrfdrp","Sentiment(polarity=0.175, subjectivity=0.3666666666666667)"
1641,ZDakao,@JoeBiden https://t.co/CUgiEMd7XU,"Sentiment(polarity=0.0, subjectivity=0.0)"
1642,JFCargo,@JoeBiden I agree.  That's why I won't be voting for you or Trump.  #JoJo2020,"Sentiment(polarity=0.0, subjectivity=0.0)"
1643,ZDakao,@JoeBiden https://t.co/QPpa35MKBO https://t.co/92rJ65DJ0X,"Sentiment(polarity=0.0, subjectivity=0.0)"
1644,bama14rtr,@JoeBiden We need a president who knows what year it is. And where he’s at,"Sentiment(polarity=0.0, subjectivity=0.0)"
1645,WriterBLAlley,@JoeBiden Hans Gruber planned to blow up the Nakatomi building with the people inside to cover his escape with the company assets he stole.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1646,Jellypecker,@JoeBiden https://t.co/F4Ciw1KDHO,"Sentiment(polarity=0.0, subjectivity=0.0)"
1647,duffy32165,@JoeBiden BTW it is 2020 not 2022 @davidaxelrod,"Sentiment(polarity=0.0, subjectivity=0.0)"
1648,Jason09752877,@JoeBiden U got this VP Biden 🇺🇸💯🇺🇸❤️❤️🇺🇸 #RidinWithBiden,"Sentiment(polarity=0.0, subjectivity=0.0)"
1649,snment19,@JoeBiden what are u talking about?! you literally run to twitter every time trump sneezes to scream the sky is fal… https://t.co/yYAnFmRcrc,"Sentiment(polarity=0.0, subjectivity=0.0)"
1650,jbee193,"@JoeBiden We need a guy who doesn’t know where he is, what he’s saying or who is being selected for his running mat… https://t.co/BQ7vooQJbc","Sentiment(polarity=0.0, subjectivity=0.0)"
1651,America32263716,@JoeBiden It’s definitely not the Democratic Party.,"Sentiment(polarity=0.0, subjectivity=0.5)"
1652,NEVERBOW,@JoeBiden Do you plan on campaigning anywhere other than Delaware ? Maybe take a question from a real reporter not… https://t.co/8WoewsaG6Q,"Sentiment(polarity=0.037500000000000006, subjectivity=0.3375)"
1653,VVoble,@JoeBiden Obama for VP?🤔,"Sentiment(polarity=0.0, subjectivity=0.0)"
1654,Frostiken1,@JoeBiden We need a raging fire to finally burn out the deadwood. The reason there is a fire in the first place is… https://t.co/A0kHRHx3H9,"Sentiment(polarity=0.125, subjectivity=0.6666666666666666)"
1655,ReginaldPending,@JoeBiden Do you calm the waters by lying so much you are forced out of a presidential primary? Or was that a one time thing?,"Sentiment(polarity=0.15, subjectivity=0.4125)"
1656,briandlambert75,@JoeBiden So there is a fire 🔥?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1657,Thompson82D,@JoeBiden 🖕#trump2020 #maga #saynotojimcrowejoe,"Sentiment(polarity=0.0, subjectivity=0.0)"
1658,ChrisCulver13,@JoeBiden So that is why Democrats support riots?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1659,Czernobog,"@JoeBiden Did you say this at the Kingswood Community Center, puddingbrain?","Sentiment(polarity=-0.1, subjectivity=0.1)"
1660,doptule,@JoeBiden Was she on your short list! https://t.co/474uDdxjg1,"Sentiment(polarity=0.0, subjectivity=0.3)"
1661,How9876543210,@JoeBiden Fuel to the fire? Your party is literally burning down our cities,"Sentiment(polarity=-0.15555555555555556, subjectivity=0.2888888888888889)"
1662,davyjoe1957,@JoeBiden Ya right #Cornpop https://t.co/kYLxlsg4Ea,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)"
1663,RobertSledz,@JoeBiden https://t.co/CSLGoLoKu1,"Sentiment(polarity=0.0, subjectivity=0.0)"
1664,RobertSledz,@JoeBiden https://t.co/NUic39P9cG,"Sentiment(polarity=0.0, subjectivity=0.0)"
1665,RobertSledz,@JoeBiden https://t.co/X0xI1kRMTo,"Sentiment(polarity=0.0, subjectivity=0.0)"
1666,realadamqureshi,@JoeBiden Trump is Best president ever.. And democrats r the real racist evil. Your democrat blocked a good immigra… https://t.co/mb0yBdePBP,"Sentiment(polarity=0.22499999999999998, subjectivity=0.55)"
1667,lwhecker,@JoeBiden Build  Back  Better  - Bilderberg???,"Sentiment(polarity=0.25, subjectivity=0.25)"
1668,JAEGARCIA99,@JoeBiden You can’t even say struggles #thestruggle,"Sentiment(polarity=0.0, subjectivity=0.0)"
1669,Muffin69008271,@JoeBiden https://t.co/SjHjANJyMc,"Sentiment(polarity=0.0, subjectivity=0.0)"
1670,Lorrilala,@JoeBiden No... it's main stream media and the Democratic party.,"Sentiment(polarity=0.16666666666666666, subjectivity=0.3333333333333333)"
1671,GaryDouglasBand,@JoeBiden #NobodyLikesTrump,"Sentiment(polarity=0.0, subjectivity=0.0)"
1672,PollenBlack,@JoeBiden You have literally called for people with my political beliefs to be persecuted. You have added fuel.,"Sentiment(polarity=0.0, subjectivity=0.1)"
1673,guttums,@JoeBiden Joe &amp; the Democrats wants to control you. I am not buying  this fake speech with a fake voice.  He is too… https://t.co/bp6AbzwRs4,"Sentiment(polarity=-0.26666666666666666, subjectivity=0.7000000000000001)"
1674,sojourner07,@JoeBiden Socialism/Communism does not work for the people. It’s purpose serves only to enrich the leaders that sel… https://t.co/fnv2HA9PPt,"Sentiment(polarity=0.0, subjectivity=1.0)"
1675,TheSeanShady,@JoeBiden Who's ur VP?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1676,LenJC1957,"@JoeBiden Meanwhile, your “instinct” is to tell voters that they can’t have the things that they want, and expect t… https://t.co/apf8gJbgji","Sentiment(polarity=0.0, subjectivity=0.0)"
1677,by_heckler,@JoeBiden I hear you're running for Senate and plan to get every American a gig in Ukraine that pays $83K per month.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1678,stevealvarez,"@JoeBiden Who writes your slogans, Platitude-Bot 5000? https://t.co/QBXXZb6p71","Sentiment(polarity=0.0, subjectivity=0.0)"
1679,RaziCamaquin,@JoeBiden https://t.co/5M5G0IY4vB,"Sentiment(polarity=0.0, subjectivity=0.0)"
1680,KitayamaLui,@JoeBiden Biden = Corruption and treasonous,"Sentiment(polarity=0.0, subjectivity=0.0)"
1681,PlainOlJordy,@JoeBiden Joe you wrote the 1994 Crime Bill that tore Black Families apart! In 47 years of public service you haven… https://t.co/lGPGeFLD0H,"Sentiment(polarity=-0.10416666666666666, subjectivity=0.25)"
1682,msilvarosabal,"@JoeBiden Yes!!! Please Show us! Trump still wins if he is everywhere, even if it’s doing and saying the wrong thin… https://t.co/Q2feVBzgyP","Sentiment(polarity=-0.1, subjectivity=0.55)"
1683,FratangeloGregg,@JoeBiden https://t.co/tShiIl2Y1V. You said ur running for senate @Scaramucci  your supporting someone who has dementia,"Sentiment(polarity=0.25, subjectivity=0.25)"
1684,stick3_75,@JoeBiden Stop diddling kids https://t.co/GiR407KBmx,"Sentiment(polarity=0.0, subjectivity=0.0)"
1685,BlindSq08230493,@JoeBiden How long do you think you will resign or live if you were elected?☺️,"Sentiment(polarity=0.043181818181818175, subjectivity=0.45)"
1686,Kriss_P_Bacon,@JoeBiden Sleepyhead,"Sentiment(polarity=0.0, subjectivity=0.0)"
1687,RMAN1049,@JoeBiden https://t.co/bnQ7tBaffQ,"Sentiment(polarity=0.0, subjectivity=0.0)"
1688,RebornCaz,"@JoeBiden Is it sleepy time,  Paw Paw?  Have some pudding...  Where's Hunter?","Sentiment(polarity=0.0, subjectivity=0.0)"
1689,SenBuydsd89,@JoeBiden I GOT HAIRY LEGS!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1690,BadBrad_1986,@JoeBiden Is this the proper way to kiss  your granddaughter..asking for America 🤔 https://t.co/0baDwJXF5P,"Sentiment(polarity=0.0, subjectivity=0.1)"
1691,TechisTime,@JoeBiden Calm the waters and lower the temperatures ' WOW  That's Deep😏 You mean like Obama did' when he told his… https://t.co/8Pl3wLg4lY,"Sentiment(polarity=0.029166666666666674, subjectivity=0.8125)"
1692,DocJMurphy1,@JoeBiden What now? https://t.co/vLLd06s770,"Sentiment(polarity=0.0, subjectivity=0.0)"
1693,ronron81469146,@JoeBiden #JoeBidenIsARacist #JoeBidenIsADisgrace https://t.co/0mpaYbgBUf,"Sentiment(polarity=0.0, subjectivity=0.0)"
1694,nogto68,@JoeBiden Then stop talking,"Sentiment(polarity=0.0, subjectivity=0.0)"
1695,supersoul1013,@JoeBiden hows hunter?  Chinese still buying him off? asking for 63 million friends.  lmao,"Sentiment(polarity=0.3, subjectivity=0.5)"
1696,oAduLMLRhcFaySq,@JoeBiden https://t.co/7nO7mHz84s https://t.co/ljs3kcTaXg,"Sentiment(polarity=0.0, subjectivity=0.0)"
1697,enbloc30m1,@JoeBiden Going to restart the Apology Tour again? Bowing is out of fashion...kneeling is the new hotness.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)"
1698,oAduLMLRhcFaySq,@JoeBiden https://t.co/SmXaX5x7fM https://t.co/ca0wv5wyeR,"Sentiment(polarity=0.0, subjectivity=0.0)"
1699,JohannaKruse1,@JoeBiden I want to see you take questions that are not scripted,"Sentiment(polarity=0.0, subjectivity=0.0)"
1700,oAduLMLRhcFaySq,@JoeBiden https://t.co/Qc29yngmXA https://t.co/ToEC8e7DcN,"Sentiment(polarity=0.0, subjectivity=0.0)"
1701,oAduLMLRhcFaySq,@JoeBiden https://t.co/D6Olz7BlVY https://t.co/OgMxWqulwp,"Sentiment(polarity=0.0, subjectivity=0.0)"
1702,oAduLMLRhcFaySq,@JoeBiden https://t.co/TQRtfxMfF4 https://t.co/AHp5emKlvR,"Sentiment(polarity=0.0, subjectivity=0.0)"
1703,Mai53979674,@JoeBiden https://t.co/g0LgYX1G3b,"Sentiment(polarity=0.0, subjectivity=0.0)"
1704,BalaDaladi,@JoeBiden With these few words you’ve won many heart!! America should be put back on track again!!!  Trump is a Americans mistake!!!,"Sentiment(polarity=0.19375, subjectivity=0.19999999999999998)"
1705,Nina2_USA,"@JoeBiden President is not tearing the country apart, it is hate filled liberals who are using unsuspecting minorit… https://t.co/FwXlqDBCb2","Sentiment(polarity=-0.2, subjectivity=0.9)"
1706,gghussein2003,@JoeBiden I will vote for you but i am afraid that you will let Iran grow and become stronger,"Sentiment(polarity=-0.6, subjectivity=0.9)"
1707,veritascarl,@JoeBiden Go back to sleep time line says your assistant typed this 10 hours ago and it still finds its way in my f… https://t.co/b9TWqsGBvK,"Sentiment(polarity=0.0, subjectivity=0.0)"
1708,buck_shirley,@JoeBiden Sad that his family watches his clone do this. BAHAHAHAHAHA,"Sentiment(polarity=-0.5, subjectivity=1.0)"
1709,reK_Syhre,"@JoeBiden Build back better! Sounds a lot like “Make America Great Again”.  Just not as good, does he need to build… https://t.co/XsfC3qcwUk","Sentiment(polarity=0.53125, subjectivity=0.4625)"
1710,nugatoryone,@JoeBiden It would not be unkind at this point to tell Joe he won and put him in a nice home somewhere.,"Sentiment(polarity=0.6, subjectivity=1.0)"
1711,CCCBlair,@JoeBiden Career politicians we don't need: https://t.co/gNcqiFuGkn,"Sentiment(polarity=0.0, subjectivity=0.0)"
1712,TRUMPMIESTER,@JoeBiden Your a communist!! And anyone who votes for you is a communist too!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
